sin,salary_group
147 253 314,10k-20k
665 408 415,5k-10k
083 167 148,30k-40k
114 403 587,70k-80k
044 668 119,Over 100k
276 402 187,10k-20k
516 210 762,Over 100k
550 226 831,60k-70k
207 312 372,60k-70k
513 344 085,20k-30k
804 118 370,20k-30k
673 441 051,10k-20k
168 703 221,80k-90k
230 735 722,30k-40k
326 071 875,70k-80k
720 164 557,Under 5k
605 228 857,Under 5k
438 807 356,Over 100k
170 423 487,5k-10k
132 738 048,60k-70k
311 204 770,Over 100k
827 065 319,Under 5k
461 381 709,50k-60k
038 671 129,Over 100k
733 580 526,10k-20k
254 386 709,80k-90k
530 275 247,Under 5k
125 438 010,5k-10k
754 730 240,Under 5k
438 625 501,60k-70k
611 408 477,Under 5k
776 011 868,30k-40k
508 233 186,20k-30k
802 533 588,Under 5k
440 523 587,10k-20k
502 314 768,5k-10k
650 748 817,90k-100k
773 440 615,40k-50k
274 468 065,20k-30k
250 473 477,Under 5k
335 410 486,80k-90k
225 605 641,20k-30k
013 552 732,10k-20k
132 744 764,40k-50k
274 804 665,Over 100k
371 082 736,10k-20k
173 304 411,10k-20k
523 074 656,60k-70k
034 576 512,50k-60k
261 370 472,60k-70k
277 380 358,40k-50k
235 576 402,70k-80k
455 386 284,20k-30k
342 370 475,5k-10k
381 401 470,20k-30k
870 826 625,60k-70k
410 814 669,Under 5k
384 785 234,10k-20k
274 374 164,Under 5k
246 552 707,10k-20k
254 387 087,20k-30k
388 762 114,5k-10k
072 433 451,Over 100k
703 113 522,60k-70k
058 356 486,Over 100k
883 162 059,40k-50k
243 275 500,10k-20k
506 648 815,20k-30k
728 561 309,5k-10k
147 326 524,Over 100k
685 185 407,30k-40k
710 714 460,Under 5k
246 018 378,Over 100k
644 710 766,10k-20k
672 645 801,Over 100k
255 648 834,30k-40k
435 401 187,Over 100k
831 077 318,60k-70k
134 130 889,70k-80k
084 351 865,50k-60k
173 372 806,60k-70k
254 603 582,Under 5k
864 867 254,Under 5k
802 338 475,Over 100k
321 071 870,70k-80k
543 568 018,Under 5k
068 558 626,50k-60k
835 801 168,10k-20k
753 351 824,30k-40k
766 114 029,10k-20k
371 268 046,5k-10k
182 607 820,50k-60k
876 648 106,40k-50k
557 623 444,90k-100k
602 648 149,Under 5k
550 344 717,5k-10k
488 627 654,Over 100k
517 214 037,10k-20k
683 425 078,40k-50k
765 322 052,5k-10k
106 238 272,40k-50k
467 701 132,20k-30k
246 846 554,Over 100k
174 466 714,50k-60k
580 164 465,Over 100k
325 468 114,20k-30k
540 612 710,50k-60k
765 541 800,5k-10k
866 850 118,40k-50k
445 065 717,40k-50k
560 144 651,50k-60k
876 175 027,80k-90k
035 231 885,80k-90k
042 655 431,Under 5k
356 274 019,Under 5k
564 018 836,60k-70k
456 187 087,20k-30k
415 804 350,5k-10k
221 356 041,70k-80k
346 275 274,80k-90k
471 334 086,30k-40k
706 541 877,Under 5k
256 072 372,60k-70k
203 314 778,5k-10k
307 265 272,40k-50k
258 230 671,50k-60k
772 440 657,80k-90k
716 044 169,40k-50k
752 066 878,Under 5k
328 371 505,30k-40k
657 654 018,Over 100k
468 810 676,50k-60k
602 714 487,5k-10k
021 624 671,Under 5k
140 677 626,20k-30k
385 422 050,10k-20k
027 461 565,Over 100k
311 740 880,40k-50k
074 468 166,10k-20k
170 643 282,Over 100k
147 156 608,50k-60k
670 644 715,40k-50k
586 610 248,30k-40k
778 332 205,30k-40k
385 440 235,20k-30k
478 530 686,Over 100k
346 218 506,10k-20k
314 507 732,40k-50k
231 237 041,Over 100k
104 376 546,Under 5k
805 622 685,30k-40k
227 456 654,50k-60k
316 744 754,70k-80k
742 345 077,40k-50k
380 143 149,80k-90k
614 675 072,30k-40k
235 688 124,5k-10k
305 145 740,70k-80k
641 226 709,Over 100k
880 217 617,50k-60k
056 844 566,20k-30k
123 028 649,60k-70k
402 377 865,40k-50k
654 807 312,20k-30k
602 417 388,Over 100k
140 661 588,10k-20k
302 567 821,60k-70k
011 738 838,90k-100k
441 061 587,5k-10k
650 726 722,80k-90k
862 302 189,30k-40k
206 254 161,90k-100k
657 137 444,40k-50k
728 056 136,20k-30k
652 832 809,5k-10k
537 130 122,80k-90k
564 118 800,10k-20k
470 465 717,5k-10k
682 216 502,Over 100k
652 037 821,70k-80k
617 647 102,20k-30k
118 856 020,50k-60k
561 402 280,20k-30k
177 043 247,Over 100k
233 458 124,40k-50k
557 106 648,Under 5k
861 702 710,Under 5k
488 105 677,20k-30k
160 827 622,70k-80k
537 286 114,Under 5k
452 456 684,20k-30k
028 655 231,90k-100k
522 866 045,30k-40k
223 573 544,Under 5k
503 825 432,Under 5k
581 406 220,10k-20k
378 813 208,5k-10k
442 537 031,Under 5k
543 322 101,60k-70k
167 441 500,90k-100k
447 711 334,5k-10k
278 206 131,5k-10k
265 088 120,Over 100k
534 431 085,20k-30k
752 334 409,20k-30k
768 267 114,10k-20k
055 341 762,30k-40k
386 052 112,10k-20k
667 455 414,60k-70k
544 013 287,40k-50k
610 647 752,Over 100k
243 867 405,5k-10k
605 288 257,Over 100k
810 213 587,40k-50k
831 802 277,30k-40k
810 556 720,Under 5k
865 118 624,90k-100k
170 322 341,30k-40k
817 652 134,Over 100k
076 228 865,10k-20k
346 155 484,10k-20k
203 255 740,5k-10k
167 401 470,Under 5k
317 280 659,5k-10k
355 420 621,30k-40k
628 118 507,Over 100k
327 017 646,60k-70k
062 258 645,30k-40k
042 613 521,10k-20k
830 548 566,40k-50k
023 725 682,40k-50k
813 055 720,Under 5k
347 701 450,40k-50k
208 673 558,5k-10k
044 827 665,20k-30k
835 601 725,50k-60k
805 611 738,30k-40k
201 274 339,Over 100k
833 825 474,10k-20k
014 413 371,70k-80k
661 024 521,70k-80k
865 062 285,Over 100k
430 588 517,10k-20k
810 338 525,Over 100k
088 622 170,70k-80k
435 110 887,Over 100k
723 381 075,90k-100k
476 611 082,60k-70k
716 250 352,Over 100k
304 175 649,Over 100k
471 064 717,30k-40k
378 523 724,Under 5k
372 012 732,5k-10k
881 350 466,Over 100k
668 771 405,90k-100k
557 066 446,50k-60k
066 588 518,Over 100k
684 086 556,30k-40k
476 430 285,Over 100k
684 456 015,Under 5k
627 550 262,60k-70k
143 267 714,40k-50k
550 466 288,5k-10k
237 730 858,Over 100k
534 014 386,40k-50k
325 104 180,10k-20k
764 781 654,40k-50k
557 041 340,50k-60k
831 022 587,30k-40k
550 268 866,10k-20k
034 826 859,70k-80k
641 607 411,Over 100k
801 351 388,5k-10k
862 012 580,5k-10k
881 027 320,Over 100k
106 146 749,10k-20k
756 701 827,Under 5k
110 687 621,10k-20k
622 038 859,80k-90k
871 172 060,40k-50k
534 580 386,Under 5k
546 605 486,10k-20k
877 133 124,10k-20k
581 226 834,10k-20k
127 653 046,Over 100k
186 150 462,40k-50k
120 683 289,Over 100k
256 432 709,Under 5k
857 062 566,Under 5k
776 210 262,80k-90k
665 582 714,50k-60k
516 530 441,Under 5k
622 776 144,Under 5k
264 573 502,80k-90k
716 405 527,20k-30k
115 086 720,60k-70k
125 430 710,20k-30k
645 035 718,Under 5k
805 562 261,80k-90k
744 653 114,70k-80k
284 653 102,5k-10k
462 550 831,Under 5k
588 260 356,10k-20k
118 706 431,Under 5k
168 260 776,30k-40k
270 548 647,10k-20k
881 233 019,Over 100k
623 788 056,Over 100k
083 441 139,5k-10k
028 355 386,90k-100k
326 088 556,Over 100k
885 026 120,20k-30k
620 437 756,50k-60k
770 543 247,50k-60k
652 234 774,Over 100k
534 531 082,Over 100k
564 381 085,30k-40k
455 034 686,5k-10k
813 250 735,90k-100k
328 813 209,Over 100k
672 074 325,Over 100k
223 817 032,Under 5k
431 086 586,Under 5k
522 610 740,5k-10k
853 072 270,10k-20k
280 417 460,Under 5k
341 770 238,Over 100k
544 571 060,20k-30k
204 688 170,10k-20k
447 725 037,Under 5k
713 402 550,Over 100k
764 027 645,40k-50k
443 867 056,Over 100k
307 281 550,5k-10k
518 068 465,Under 5k
330 588 476,30k-40k
770 465 466,Under 5k
617 507 868,Over 100k
508 645 611,Over 100k
220 476 535,10k-20k
645 640 111,Under 5k
453 168 072,70k-80k
534 835 012,Under 5k
521 381 087,30k-40k
041 677 618,Over 100k
713 344 505,60k-70k
027 167 857,Over 100k
720 337 245,90k-100k
621 806 876,70k-80k
068 773 258,60k-70k
011 843 547,80k-90k
684 716 202,Under 5k
862 852 100,5k-10k
330 187 758,Over 100k
502 264 757,10k-20k
327 150 652,10k-20k
431 880 566,10k-20k
065 182 651,Under 5k
031 841 372,40k-50k
344 165 071,Under 5k
827 530 510,5k-10k
308 172 659,Over 100k
034 188 169,70k-80k
886 701 168,Under 5k
688 702 315,Under 5k
084 627 140,60k-70k
711 387 464,60k-70k
485 665 806,40k-50k
513 580 431,50k-60k
823 023 775,30k-40k
760 214 239,20k-30k
054 628 839,30k-40k
144 837 614,30k-40k
126 627 744,60k-70k
703 167 825,70k-80k
665 114 088,70k-80k
558 230 280,50k-60k
502 475 460,20k-30k
861 773 224,50k-60k
472 405 380,10k-20k
253 088 538,50k-60k
758 156 038,5k-10k
261 267 041,10k-20k
453 377 046,Under 5k
034 428 557,40k-50k
641 226 774,40k-50k
188 732 606,60k-70k
703 347 252,Over 100k
880 741 160,5k-10k
244 075 677,Under 5k
127 467 017,50k-60k
531 188 324,20k-30k
231 804 378,40k-50k
372 443 754,10k-20k
261 388 409,70k-80k
143 860 278,20k-30k
661 807 248,20k-30k
540 226 685,Over 100k
702 733 825,90k-100k
241 807 668,60k-70k
806 172 169,Under 5k
133 882 019,50k-60k
754 026 672,70k-80k
682 507 447,Under 5k
071 324 388,5k-10k
855 266 201,Over 100k
760 741 652,20k-30k
820 335 586,40k-50k
135 280 261,Over 100k
084 627 132,60k-70k
120 853 817,70k-80k
460 371 552,20k-30k
115 604 621,20k-30k
258 032 739,20k-30k
067 355 222,Under 5k
261 807 648,10k-20k
506 844 265,50k-60k
130 231 541,60k-70k
556 288 207,10k-20k
042 275 537,20k-30k
567 211 602,60k-70k
477 104 137,Over 100k
388 307 225,20k-30k
431 026 582,70k-80k
583 583 414,50k-60k
388 540 676,50k-60k
645 812 066,70k-80k
731 607 412,Over 100k
614 655 082,Over 100k
143 728 434,5k-10k
770 541 662,20k-30k
880 653 225,10k-20k
250 766 441,70k-80k
123 807 646,70k-80k
670 418 227,5k-10k
665 082 186,Over 100k
608 772 315,70k-80k
620 856 856,5k-10k
221 880 677,30k-40k
357 150 622,5k-10k
450 773 312,60k-70k
586 581 464,5k-10k
753 187 608,10k-20k
716 504 329,90k-100k
866 220 775,20k-30k
074 328 162,30k-40k
527 460 315,Under 5k
713 413 078,Over 100k
118 773 027,Under 5k
405 531 740,5k-10k
258 740 760,5k-10k
742 330 459,20k-30k
817 052 335,30k-40k
715 340 857,90k-100k
184 687 200,10k-20k
866 718 224,80k-90k
358 771 020,20k-30k
072 285 687,10k-20k
418 730 685,Over 100k
253 770 440,Over 100k
160 468 419,30k-40k
764 380 119,30k-40k
456 150 382,60k-70k
046 847 257,Over 100k
662 044 551,40k-50k
276 218 344,5k-10k
733 507 412,10k-20k
071 234 736,Over 100k
370 148 652,30k-40k
130 452 766,80k-90k
106 471 477,Under 5k
760 583 518,50k-60k
011 658 622,Over 100k
726 456 015,5k-10k
021 466 271,10k-20k
514 418 607,Over 100k
441 771 060,40k-50k
301 724 688,60k-70k
488 650 110,Over 100k
872 370 168,40k-50k
533 571 402,20k-30k
554 173 807,50k-60k
338 820 475,40k-50k
862 018 470,Under 5k
074 438 110,10k-20k
770 683 258,50k-60k
886 110 469,20k-30k
174 460 717,40k-50k
481 137 834,80k-90k
680 254 356,Under 5k
338 218 274,10k-20k
864 175 039,Under 5k
728 703 257,10k-20k
807 625 520,30k-40k
443 155 700,70k-80k
817 617 624,20k-30k
206 687 188,80k-90k
657 422 507,5k-10k
715 405 320,Over 100k
028 827 137,50k-60k
381 382 274,40k-50k
561 861 824,Over 100k
725 023 162,80k-90k
467 054 110,Over 100k
801 867 318,10k-20k
537 145 302,20k-30k
862 043 189,30k-40k
881 053 318,Under 5k
583 044 656,30k-40k
068 117 738,20k-30k
543 075 410,10k-20k
173 164 724,50k-60k
054 388 566,Over 100k
114 068 349,Under 5k
622 035 541,70k-80k
680 682 259,30k-40k
544 833 015,10k-20k
083 745 232,10k-20k
304 783 111,20k-30k
306 788 126,5k-10k
140 351 321,80k-90k
278 072 335,10k-20k
105 133 482,Over 100k
221 704 380,40k-50k
344 851 605,40k-50k
580 324 168,60k-70k
560 845 240,20k-30k
258 037 621,50k-60k
018 548 677,Over 100k
135 608 446,Over 100k
046 211 371,10k-20k
066 274 515,50k-60k
086 116 548,Over 100k
876 211 707,80k-90k
867 113 508,10k-20k
241 376 524,Over 100k
021 467 261,Over 100k
753 782 614,Under 5k
856 640 586,Over 100k
511 306 441,30k-40k
661 801 449,5k-10k
011 776 432,Over 100k
440 573 517,80k-90k
026 187 765,Under 5k
611 450 461,10k-20k
431 887 264,20k-30k
172 344 764,20k-30k
407 316 546,Under 5k
650 886 229,20k-30k
584 601 835,40k-50k
142 677 624,40k-50k
265 418 038,60k-70k
283 352 144,5k-10k
437 624 505,30k-40k
264 574 609,Over 100k
083 452 250,5k-10k
742 217 334,Under 5k
662 210 871,Under 5k
402 354 765,Over 100k
253 254 684,Over 100k
753 304 526,20k-30k
280 734 658,90k-100k
374 423 705,50k-60k
225 435 080,Under 5k
685 426 108,Over 100k
354 351 702,80k-90k
456 688 076,30k-40k
317 250 835,10k-20k
270 443 351,30k-40k
850 338 526,90k-100k
356 048 249,30k-40k
583 445 200,30k-40k
025 471 335,Over 100k
473 164 101,20k-30k
750 786 626,80k-90k
026 158 352,60k-70k
667 027 122,Over 100k
226 855 864,Over 100k
541 322 301,Under 5k
341 208 239,5k-10k
730 547 262,50k-60k
064 728 835,Under 5k
445 133 101,80k-90k
738 051 168,5k-10k
307 445 676,Over 100k
250 354 388,10k-20k
234 405 777,Under 5k
146 037 718,10k-20k
370 522 831,Over 100k
011 746 732,Over 100k
250 337 821,10k-20k
820 833 176,20k-30k
530 132 745,40k-50k
243 805 538,Over 100k
172 076 622,Under 5k
115 430 480,Under 5k
832 250 765,Over 100k
627 114 564,Under 5k
302 254 180,30k-40k
016 538 548,50k-60k
142 046 580,Over 100k
618 056 758,10k-20k
077 611 432,10k-20k
274 614 601,Under 5k
711 743 302,40k-50k
354 773 244,80k-90k
441 823 564,Over 100k
542 573 027,90k-100k
758 041 669,Over 100k
517 660 148,20k-30k
110 776 838,Over 100k
581 102 837,Over 100k
661 088 229,80k-90k
746 740 166,50k-60k
057 327 322,80k-90k
720 786 136,40k-50k
865 045 611,5k-10k
034 617 712,40k-50k
725 305 312,Under 5k
437 017 312,5k-10k
278 270 350,Under 5k
813 507 688,50k-60k
170 831 838,30k-40k
745 645 614,90k-100k
168 253 706,10k-20k
455 406 231,10k-20k
810 255 331,30k-40k
322 083 551,Under 5k
873 225 684,90k-100k
486 187 107,20k-30k
137 041 349,50k-60k
228 608 659,90k-100k
446 725 707,20k-30k
043 217 710,50k-60k
053 153 482,50k-60k
385 211 834,20k-30k
243 210 580,80k-90k
603 211 749,20k-30k
652 830 548,Under 5k
865 523 724,30k-40k
116 440 777,5k-10k
032 644 189,5k-10k
680 186 129,30k-40k
433 108 172,60k-70k
326 114 071,80k-90k
806 856 225,Under 5k
670 581 768,Over 100k
178 268 264,40k-50k
753 724 434,40k-50k
862 260 171,Over 100k
077 216 646,Over 100k
027 425 560,30k-40k
276 270 147,Over 100k
776 520 827,10k-20k
541 601 738,20k-30k
116 672 809,60k-70k
183 044 536,60k-70k
558 620 621,Over 100k
138 702 386,5k-10k
583 162 102,40k-50k
034 471 359,70k-80k
268 540 770,Under 5k
054 354 717,Under 5k
178 270 310,20k-30k
741 601 520,Over 100k
186 602 819,Over 100k
715 446 605,40k-50k
264 855 834,5k-10k
052 354 321,50k-60k
885 305 318,Under 5k
755 322 864,10k-20k
265 560 748,70k-80k
402 376 875,60k-70k
032 547 762,10k-20k
567 320 445,70k-80k
860 271 675,50k-60k
465 173 102,40k-50k
880 326 525,60k-70k
337 027 825,20k-30k
013 554 431,5k-10k
764 524 039,40k-50k
813 203 759,90k-100k
406 687 715,5k-10k
613 855 808,80k-90k
067 322 545,10k-20k
850 643 511,Over 100k
107 154 338,Under 5k
761 062 876,80k-90k
234 455 061,Under 5k
265 885 020,80k-90k
440 558 260,10k-20k
705 413 268,Under 5k
162 043 541,80k-90k
345 118 608,Over 100k
704 411 370,Over 100k
881 337 224,40k-50k
021 768 817,5k-10k
021 774 336,Under 5k
025 831 140,Over 100k
044 716 736,Over 100k
684 116 502,5k-10k
541 238 036,50k-60k
647 022 169,Under 5k
761 387 026,20k-30k
850 266 271,30k-40k
315 882 100,Over 100k
381 340 876,20k-30k
238 650 121,20k-30k
053 783 411,Under 5k
531 206 241,5k-10k
260 288 139,10k-20k
657 081 527,10k-20k
627 035 819,Under 5k
610 788 465,30k-40k
653 744 714,Over 100k
586 440 265,10k-20k
855 670 220,Under 5k
345 172 654,30k-40k
067 443 515,40k-50k
814 835 500,Over 100k
344 813 076,40k-50k
472 560 887,Over 100k
680 537 248,60k-70k
558 843 066,80k-90k
374 183 184,40k-50k
243 550 738,40k-50k
558 031 480,40k-50k
023 788 656,50k-60k
043 143 759,10k-20k
476 081 161,5k-10k
034 455 386,60k-70k
321 701 641,70k-80k
668 520 588,30k-40k
753 067 446,50k-60k
268 358 025,20k-30k
277 614 608,20k-30k
582 504 627,5k-10k
107 146 870,10k-20k
268 372 554,40k-50k
850 228 339,10k-20k
162 064 489,70k-80k
447 623 075,Under 5k
088 253 265,5k-10k
114 473 507,Over 100k
810 352 385,90k-100k
702 467 168,Over 100k
825 568 207,30k-40k
584 033 856,Under 5k
115 032 732,10k-20k
853 168 524,Over 100k
376 205 712,50k-60k
814 865 564,40k-50k
803 317 221,20k-30k
354 458 036,30k-40k
320 387 251,40k-50k
753 407 618,20k-30k
771 106 440,10k-20k
856 832 019,40k-50k
561 423 484,60k-70k
510 814 627,Over 100k
320 523 749,70k-80k
527 503 346,30k-40k
327 024 675,80k-90k
357 107 820,50k-60k
826 731 051,20k-30k
853 273 506,40k-50k
874 611 080,Under 5k
708 662 259,5k-10k
160 861 522,40k-50k
567 541 834,Over 100k
314 013 889,40k-50k
622 658 052,40k-50k
715 204 657,90k-100k
477 534 010,90k-100k
817 306 558,Over 100k
077 283 117,50k-60k
467 450 656,30k-40k
627 687 254,5k-10k
378 562 714,Under 5k
130 776 826,Over 100k
827 027 657,30k-40k
102 477 627,20k-30k
526 601 745,40k-50k
205 675 622,Under 5k
178 130 720,5k-10k
543 268 254,30k-40k
754 627 040,70k-80k
462 085 671,Over 100k
113 083 588,Over 100k
446 538 019,60k-70k
108 851 627,40k-50k
827 337 056,60k-70k
452 658 800,60k-70k
874 601 750,Over 100k
042 812 537,30k-40k
347 562 274,Over 100k
582 665 402,20k-30k
567 205 646,30k-40k
381 081 629,40k-50k
110 253 887,60k-70k
352 072 870,30k-40k
441 826 534,Over 100k
277 082 657,70k-80k
201 843 877,10k-20k
174 374 264,5k-10k
710 283 565,10k-20k
657 034 476,80k-90k
671 238 012,5k-10k
054 433 719,20k-30k
483 781 134,40k-50k
627 706 252,Under 5k
864 850 656,30k-40k
650 644 511,60k-70k
653 081 588,Over 100k
228 310 769,70k-80k
314 574 609,30k-40k
145 168 407,20k-30k
068 155 480,5k-10k
227 730 835,40k-50k
246 610 778,Under 5k
058 748 336,60k-70k
867 102 535,40k-50k
477 180 350,50k-60k
041 648 239,Under 5k
284 764 305,80k-90k
264 088 659,60k-70k
227 530 839,10k-20k
834 735 086,Under 5k
237 605 829,30k-40k
081 327 462,60k-70k
052 267 762,Over 100k
025 168 352,40k-50k
645 830 126,Over 100k
208 865 527,Over 100k
683 702 815,30k-40k
821 831 039,70k-80k
441 803 269,60k-70k
062 273 172,40k-50k
870 528 437,40k-50k
015 886 658,40k-50k
388 067 258,20k-30k
557 144 300,10k-20k
708 113 568,Under 5k
237 256 854,20k-30k
550 182 661,50k-60k
823 801 659,Over 100k
183 702 612,90k-100k
628 550 766,Over 100k
654 856 806,10k-20k
033 472 556,Over 100k
114 733 082,10k-20k
682 052 865,30k-40k
338 170 525,30k-40k
257 780 627,30k-40k
254 386 774,30k-40k
877 601 435,40k-50k
165 073 412,60k-70k
226 508 877,40k-50k
165 860 826,50k-60k
547 210 260,40k-50k
521 430 736,40k-50k
544 670 136,Under 5k
174 388 017,Under 5k
764 160 875,Over 100k
760 223 149,60k-70k
835 806 258,5k-10k
762 305 878,Over 100k
564 813 046,80k-90k
480 587 310,5k-10k
877 332 015,Under 5k
110 462 389,Under 5k
167 082 510,Under 5k
486 081 177,Under 5k
247 216 534,Under 5k
662 788 124,Under 5k
330 158 858,70k-80k
855 672 200,20k-30k
738 045 277,90k-100k
320 564 776,Under 5k
403 568 249,40k-50k
220 653 745,Under 5k
458 107 687,10k-20k
543 075 220,5k-10k
684 620 552,20k-30k
316 410 471,20k-30k
611 044 587,Over 100k
762 260 149,Over 100k
726 054 265,90k-100k
732 740 147,Over 100k
467 327 102,20k-30k
401 786 710,90k-100k
855 228 607,50k-60k
022 564 389,40k-50k
755 204 260,20k-30k
706 217 346,70k-80k
173 024 431,40k-50k
177 301 868,Under 5k
711 786 608,50k-60k
528 028 665,5k-10k
615 438 124,60k-70k
861 058 238,40k-50k
416 650 752,10k-20k
527 523 062,60k-70k
207 745 340,20k-30k
135 881 324,Over 100k
126 834 506,70k-80k
180 264 517,40k-50k
558 032 611,20k-30k
334 504 271,30k-40k
307 541 540,Under 5k
721 450 237,Over 100k
143 720 621,50k-60k
645 806 258,Under 5k
415 665 041,Under 5k
410 355 747,Over 100k
