Police_SIN,Event_Code
714 330 552,175
721 086 619,176
244 608 139,177
037 451 457,178
221 460 587,179
416 780 161,180
223 417 031,181
268 853 454,182
608 147 385,183
377 025 820,184
332 548 502,185
037 527 868,186
238 740 187,187
325 805 810,188
356 827 444,189
301 764 718,190
460 564 586,191
318 312 071,192
135 426 401,193
304 473 259,194
704 461 375,195
683 114 078,196
553 382 284,197
871 230 736,198
221 788 037,199
221 476 070,200
771 461 068,201
533 425 484,202
607 744 315,203
703 325 449,204
258 730 431,205
315 348 102,206
815 806 625,207
813 567 484,208
088 661 558,209
032 718 868,210
408 167 385,211
273 304 758,212
354 058 810,213
240 672 535,214
068 741 131,215
645 811 308,216
602 812 877,217
710 532 870,218
876 116 484,219
442 056 131,220
455 061 382,221
670 188 465,222
160 743 886,223
853 061 521,224
745 260 257,225
183 187 038,226
640 835 278,227
821 728 334,228
430 527 747,229
685 680 126,230
114 766 041,231
604 537 746,232
105 834 238,233
674 880 315,234
135 224 301,235
103 452 280,236
306 225 889,237
880 135 439,238
377 025 820,239
671 420 388,240
130 844 517,241
547 065 268,242
358 227 684,243
281 730 622,244
507 681 138,245
874 571 664,246
671 844 066,247
620 554 287,248
132 408 378,249
320 853 245,250
372 805 440,251
482 460 565,252
356 827 444,253
327 764 205,254
166 174 474,255
688 625 474,256
458 731 601,257
332 217 884,258
531 841 047,259
655 844 017,260
221 680 531,261
527 166 805,262
744 530 270,263
227 680 659,264
322 803 875,265
735 225 344,266
530 675 248,267
473 305 712,268
701 624 439,269
678 130 725,270
506 425 388,271
741 347 207,272
546 205 261,273
340 568 526,274
514 834 654,275
473 310 282,276
722 056 835,277
327 114 534,278
865 561 708,279
660 271 545,280
338 150 725,281
147 206 270,282
437 051 352,283
315 508 820,284
038 841 557,285
188 031 538,286
352 762 801,287
118 668 474,288
547 605 626,289
764 165 874,290
645 811 308,291
504 176 140,292
266 017 888,293
405 385 766,294
584 461 164,295
081 254 310,296
346 541 709,297
103 354 718,298
584 583 066,299
033 782 111,300
274 310 861,301
817 067 168,302
442 855 334,303
466 570 272,304
418 860 177,305
862 548 039,306
165 180 738,307
711 407 627,308
127 664 514,309
766 152 144,310
821 058 260,311
725 581 060,312
821 728 334,313
356 180 521,314
114 350 747,315
413 774 100,316
581 443 306,317
742 317 407,318
381 152 602,319
062 813 548,320
305 413 486,321
584 310 346,322
855 328 324,323
877 601 435,324
127 726 602,325
071 681 621,326
652 740 887,327
374 824 134,328
162 280 689,329
406 411 587,330
205 473 358,331
803 827 120,332
415 304 161,333
380 327 122,334
088 253 265,335
608 147 385,336
278 543 707,337
821 058 260,338
114 887 664,339
084 156 645,340
745 260 257,341
062 854 625,342
286 280 177,343
188 031 538,344
102 677 648,345
317 543 049,346
442 835 500,347
186 086 229,348
602 812 877,349
450 453 717,350
320 325 871,351
243 345 071,352
760 187 138,353
438 650 715,354
053 377 826,355
705 213 247,356
530 471 325,357
023 883 556,358
670 682 111,359
107 782 260,360
380 553 818,361
147 731 624,362
470 435 280,363
304 714 611,364
813 345 501,365
346 541 709,366
408 167 385,367
178 208 617,368
582 345 047,369
261 250 732,370
015 466 451,371
608 147 385,372
056 158 348,373
401 674 536,374
280 546 649,375
381 152 602,376
704 461 375,377
556 881 308,378
460 423 551,379
401 866 512,380
774 306 146,381
533 220 885,382
117 743 302,383
861 253 201,384
553 382 284,385
456 834 506,386
107 647 836,387
305 574 626,388
537 206 245,389
134 470 566,390
223 417 031,391
056 158 348,392
752 447 300,393
825 106 750,394
110 733 482,395
033 782 111,396
466 570 272,397
234 610 582,398
352 770 440,399
501 348 817,400
315 385 708,401
416 780 161,402
558 622 080,403
823 860 119,404
261 370 548,405
128 771 664,406
561 802 646,407
386 105 472,408
140 346 719,409
546 628 108,410
357 044 619,411
354 423 709,412
853 061 521,413
238 817 324,414
410 538 649,415
511 082 737,416
074 476 250,417
581 443 306,418
066 547 886,419
026 776 252,420
742 317 407,421
384 405 619,422
627 780 265,423
718 732 654,424
804 773 356,425
023 883 556,426
314 850 645,427
328 173 505,428
127 053 817,429
627 104 565,430
705 413 227,431
620 526 871,432
327 764 205,433
432 458 354,434
320 725 732,435
280 612 870,436
086 781 457,437
033 817 412,438
325 065 241,439
243 862 505,440
114 766 041,441
862 548 039,442
533 220 885,443
682 547 864,444
506 844 265,445
734 187 107,446
642 817 407,447
052 688 520,448
078 623 725,449
720 423 177,450
827 166 505,451
705 413 227,452
167 302 512,453
127 053 817,454
278 668 108,455
270 316 888,456
240 738 625,457
866 822 554,458
305 844 250,459
186 254 066,460
453 370 249,461
240 546 671,462
015 466 451,463
460 385 511,464
325 183 705,465
268 203 189,466
768 701 138,467
677 211 302,468
885 605 220,469
067 143 545,470
026 776 252,471
725 106 850,472
068 741 131,473
267 264 554,474
546 618 224,475
178 620 720,476
488 650 110,477
665 588 224,478
530 471 325,479
380 553 818,480
625 118 864,481
338 150 725,482
260 573 829,483
332 018 829,484
028 718 237,485
458 867 066,486
382 744 134,487
052 437 738,488
347 012 239,489
165 180 738,490
071 644 710,491
874 316 086,492
432 458 354,493
406 411 587,494
301 771 838,495
620 881 169,496
534 670 245,497
406 556 712,498
671 420 388,499
238 740 187,500
053 723 748,501
620 554 287,502
561 802 646,503
021 668 249,504
723 580 619,505
334 805 272,506
301 472 239,507
178 643 011,508
301 771 838,509
456 788 306,510
266 017 888,511
221 460 587,512
146 106 588,513
017 532 672,514
685 044 356,515
078 623 725,516
582 345 047,517
741 347 207,518
014 583 371,519
862 548 039,520
045 862 117,521
821 138 674,522
817 067 168,523
044 331 759,524
532 580 727,525
886 740 166,526
567 145 602,527
084 156 645,528
358 227 684,529
882 730 120,530
471 803 346,531
406 586 776,532
135 176 808,533
332 744 085,534
480 523 562,535
046 146 759,536
482 533 874,537
146 830 229,538
871 230 736,539
270 574 437,540
830 527 461,541
418 860 177,542
706 544 566,543
722 567 864,544
771 461 068,545
144 853 264,546
315 470 120,547
853 061 521,548
564 068 245,549
320 328 172,550
167 724 608,551
304 724 685,552
320 853 245,553
167 724 608,554
072 544 661,555
883 201 659,556
310 372 875,557
356 827 444,558
372 805 440,559
378 843 056,560
718 330 129,561
084 156 645,562
438 650 715,563
523 420 180,564
685 680 126,565
032 718 868,566
877 033 415,567
243 862 505,568
540 273 265,569
317 543 049,570
810 213 587,571
417 086 535,572
853 701 431,573
418 860 177,574
533 425 484,575
771 461 068,576
120 183 777,577
765 261 102,578
652 687 708,579
337 705 222,580
704 733 146,581
401 138 870,582
701 144 537,583
228 033 759,584
347 761 124,585
337 705 222,586
861 253 201,587
017 385 568,588
355 861 402,589
081 254 310,590
046 275 277,591
127 726 602,592
227 537 644,593
134 706 886,594
120 183 777,595
184 760 247,596
221 788 037,597
580 185 320,598
320 853 245,599
021 668 249,600
442 835 500,601
514 068 352,602
756 041 349,603
850 228 537,604
441 703 386,605
467 103 149,606
867 311 029,607
644 108 177,608
710 645 540,609
037 426 475,610
268 203 189,611
735 035 826,612
613 587 708,613
347 761 124,614
357 452 200,615
176 641 702,616
744 617 036,617
304 724 685,618
605 688 118,619
437 681 174,620
243 312 709,621
071 681 621,622
883 201 659,623
021 668 249,624
377 025 820,625
228 330 189,626
540 623 121,627
278 668 108,628
054 337 712,629
467 103 149,630
314 850 645,631
304 467 715,632
660 271 545,633
270 574 437,634
072 613 722,635
640 235 511,636
672 044 757,637
721 320 869,638
165 180 738,639
534 680 186,640
566 074 258,641
865 561 708,642
557 432 200,643
055 376 412,644
711 407 627,645
228 330 189,646
223 388 059,647
644 051 765,648
203 547 682,649
260 358 858,650
056 227 341,651
205 473 358,652
620 156 851,653
114 887 664,654
386 207 815,655
042 258 137,656
176 102 341,657
564 068 245,658
608 775 268,659
320 325 871,660
465 461 101,661
037 682 259,662
208 568 477,663
038 146 759,664
168 803 229,665
042 233 551,666
106 647 712,667
114 766 041,668
108 728 338,669
125 134 734,670
253 082 580,671
140 866 278,672
208 568 477,673
654 886 076,674
284 785 060,675
127 664 514,676
673 180 485,677
107 347 866,678
835 506 411,679
507 266 856,680
614 088 359,681
413 774 100,682
704 331 552,683
273 082 750,684
380 553 818,685
401 674 536,686
107 652 232,687
647 112 309,688
140 346 719,689
560 322 745,690
207 237 645,691
315 068 858,692
227 710 340,693
071 644 710,694
055 376 412,695
647 112 309,696
810 746 750,697
325 061 141,698
885 605 220,699
456 450 717,700
823 860 119,701
850 166 471,702
720 316 249,703
226 604 189,704
723 410 676,705
115 640 880,706
554 320 861,707
641 648 506,708
880 135 439,709
813 345 501,710
673 214 714,711
352 847 644,712
037 451 457,713
117 732 800,714
644 108 177,715
742 317 407,716
726 420 169,717
378 502 611,718
378 841 050,719
306 225 889,720
378 841 050,721
113 807 820,722
344 523 501,723
850 166 471,724
601 772 866,725
547 301 168,726
042 258 137,727
183 167 444,728
438 650 715,729
068 748 136,730
058 322 587,731
537 206 245,732
853 203 586,733
562 573 808,734
607 687 258,735
408 167 385,736
076 576 248,737
764 165 874,738
688 530 229,739
188 653 224,740
301 472 239,741
706 544 566,742
667 205 272,743
741 256 614,744
065 865 446,745
186 254 066,746
453 883 274,747
521 170 837,748
278 543 707,749
261 370 548,750
347 701 450,751
088 711 460,752
468 067 111,753
052 882 537,754
820 318 376,755
664 801 859,756
567 320 858,757
183 187 038,758
716 214 077,759
356 044 271,760
332 548 502,761
127 650 646,762
028 718 237,763
332 018 829,764
531 841 047,765
227 335 502,766
128 027 687,767
760 187 138,768
178 061 768,769
066 547 886,770
705 413 227,771
025 431 651,772
488 650 110,773
108 728 338,774
045 862 117,775
852 347 061,776
610 847 352,777
504 825 860,778
866 022 171,779
306 782 111,780
358 348 019,781
377 312 814,782
721 661 049,783
642 845 069,784
740 722 335,785
877 033 415,786
714 660 859,787
460 351 182,788
173 472 606,789
068 741 131,790
380 553 818,791
401 854 336,792
456 834 506,793
803 827 120,794
286 280 177,795
277 083 457,796
201 266 749,797
035 425 768,798
627 104 565,799
376 102 745,800
710 645 540,801
277 043 162,802
325 805 810,803
203 348 859,804
605 228 857,805
352 770 440,806
223 388 059,807
280 546 649,808
480 523 562,809
243 743 101,810
517 683 405,811
047 552 666,812
604 537 746,813
253 748 800,814
557 103 868,815
850 668 419,816
823 801 550,817
504 176 140,818
805 673 225,819
266 017 888,820
431 156 702,821
233 210 749,822
856 238 019,823
322 455 601,824
127 053 817,825
310 372 552,826
540 623 121,827
208 853 325,828
026 814 566,829
685 680 126,830
288 506 470,831
735 035 826,832
537 426 108,833
268 348 109,834
345 811 020,835
257 053 827,836
208 665 778,837
408 376 275,838
284 066 172,839
044 661 759,840
327 410 536,841
253 082 580,842
064 418 270,843
221 680 531,844
081 254 310,845
644 855 314,846
234 610 582,847
416 556 884,848
416 455 301,849
480 523 562,850
243 503 588,851
716 214 077,852
347 012 239,853
317 455 608,854
230 417 321,855
711 082 669,856
304 473 259,857
547 605 626,858
276 608 445,859
208 762 765,860
814 066 585,861
881 130 439,862
053 274 239,863
077 544 260,864
604 687 285,865
204 576 839,866
856 238 019,867
178 643 011,868
584 461 164,869
071 681 621,870
546 612 201,871
165 180 738,872
417 086 535,873
471 803 346,874
771 461 027,875
476 430 756,876
702 234 659,877
073 574 410,878
527 465 066,879
347 761 124,880
208 853 325,881
823 725 080,882
127 664 514,883
261 250 732,884
803 772 250,885
037 682 259,886
228 330 189,887
640 211 769,888
823 725 080,889
315 385 708,890
108 677 238,891
386 582 209,892
760 722 835,893
032 718 868,894
561 140 740,895
627 780 265,896
105 148 340,897
467 103 149,898
208 762 765,899
137 627 444,900
456 788 306,901
386 107 148,902
438 650 715,903
258 802 339,904
168 370 419,905
473 024 180,906
770 185 338,907
460 385 511,908
134 470 566,909
014 583 371,910
857 346 514,911
673 214 714,912
580 543 817,913
510 583 768,914
620 156 851,915
883 201 659,916
811 340 587,917
401 154 661,918
176 102 341,919
561 802 646,920
172 283 087,921
815 806 625,922
230 417 321,923
557 103 868,924
406 586 776,925
071 644 710,926
284 013 877,927
188 031 538,928
226 455 061,929
704 733 146,930
182 744 334,931
413 774 100,932
540 623 121,933
720 423 177,934
321 173 544,935
176 270 817,936
703 145 870,937
178 208 617,938
810 768 168,939
682 416 029,940
011 256 831,941
243 503 588,942
552 334 484,943
621 450 717,944
240 533 489,945
028 137 750,946
071 164 487,947
386 207 815,948
671 420 388,949
741 256 614,950
035 425 768,951
317 543 049,952
102 677 648,953
302 355 482,954
167 302 512,955
384 504 510,956
244 618 039,957
882 217 607,958
186 254 066,959
227 537 644,960
064 355 886,961
432 458 354,962
354 058 810,963
766 152 144,964
315 385 708,965
754 704 260,966
332 205 871,967
681 204 277,968
625 118 864,969
288 507 668,970
452 356 702,971
665 880 415,972
382 744 134,973
756 206 876,974
883 201 659,975
517 530 432,976
306 224 551,977
304 473 259,978
118 668 474,979
531 841 047,980
726 725 344,981
726 420 169,982
547 605 626,983
861 253 201,984
410 885 677,985
437 681 174,986
725 581 060,987
104 177 837,988
527 465 066,989
372 805 440,990
416 780 161,991
665 170 445,992
881 130 439,993
726 185 077,994
881 130 439,995
521 170 837,996
301 764 718,997
270 574 437,998
304 473 259,999
664 801 859,1000
332 548 502,1001
172 672 602,1002
764 165 874,1003
128 027 687,1004
144 853 264,1005
084 781 335,1006
038 146 551,1007
537 426 108,1008
513 348 805,1009
127 053 817,1010
304 477 136,1011
452 356 702,1012
340 568 526,1013
455 881 334,1014
581 102 837,1015
052 652 641,1016
321 720 732,1017
605 688 118,1018
721 661 049,1019
301 764 718,1020
642 210 777,1021
130 844 517,1022
125 134 734,1023
178 220 760,1024
084 781 335,1025
221 403 371,1026
138 827 464,1027
165 261 744,1028
644 051 765,1029
204 813 372,1030
054 337 712,1031
532 580 727,1032
768 701 138,1033
507 681 625,1034
084 461 177,1035
432 475 507,1036
322 854 035,1037
164 401 739,1038
315 844 100,1039
442 670 675,1040
816 250 161,1041
871 170 338,1042
725 301 352,1043
865 322 754,1044
441 703 386,1045
321 173 544,1046
208 762 765,1047
806 218 517,1048
403 153 141,1049
761 320 878,1050
352 044 689,1051
127 726 602,1052
410 458 350,1053
053 274 239,1054
357 382 019,1055
306 224 551,1056
377 312 814,1057
754 781 300,1058
835 506 411,1059
178 208 617,1060
734 187 107,1061
026 814 566,1062
306 225 889,1063
622 886 505,1064
018 255 737,1065
386 207 815,1066
458 867 066,1067
860 158 138,1068
354 701 740,1069
332 840 552,1070
203 348 859,1071
278 668 108,1072
102 748 837,1073
772 603 445,1074
601 772 866,1075
476 430 756,1076
330 845 249,1077
277 083 457,1078
866 071 129,1079
042 233 551,1080
853 740 736,1081
804 665 511,1082
865 345 086,1083
816 047 757,1084
376 210 282,1085
488 167 354,1086
856 238 019,1087
721 086 619,1088
628 507 386,1089
711 407 627,1090
486 085 376,1091
258 046 531,1092
760 187 138,1093
227 410 537,1094
260 552 682,1095
306 782 111,1096
243 312 709,1097
277 043 162,1098
504 176 140,1099
803 772 250,1100
761 320 878,1101
482 430 675,1102
460 385 511,1103
815 235 080,1104
467 103 149,1105
507 681 138,1106
702 417 627,1107
586 104 457,1108
677 526 808,1109
341 862 274,1110
403 153 141,1111
504 825 860,1112
613 018 472,1113
107 782 260,1114
325 065 241,1115
243 862 505,1116
266 017 888,1117
506 425 388,1118
354 153 041,1119
243 743 101,1120
321 720 732,1121
120 677 836,1122
604 156 141,1123
127 664 514,1124
702 417 627,1125
483 501 672,1126
670 188 465,1127
233 772 052,1128
442 670 675,1129
462 455 601,1130
811 340 587,1131
284 013 877,1132
701 144 537,1133
771 034 220,1134
720 324 375,1135
047 552 666,1136
073 841 850,1137
581 102 837,1138
765 011 648,1139
203 547 682,1140
410 885 677,1141
110 733 482,1142
726 185 077,1143
521 170 837,1144
114 076 532,1145
772 603 445,1146
483 501 672,1147
228 330 189,1148
704 331 552,1149
347 701 450,1150
238 817 324,1151
228 537 734,1152
081 781 437,1153
084 461 177,1154
706 781 358,1155
221 476 070,1156
754 681 674,1157
517 683 405,1158
765 011 648,1159
756 744 314,1160
881 130 439,1161
227 335 502,1162
768 701 138,1163
226 604 189,1164
821 728 334,1165
327 764 205,1166
532 044 385,1167
374 824 134,1168
760 187 138,1169
322 854 035,1170
885 605 220,1171
203 547 682,1172
288 507 668,1173
546 618 224,1174
227 710 340,1175
810 213 587,1176
753 724 608,1177
756 041 349,1178
327 764 205,1179
805 673 225,1180
527 685 606,1181
673 214 714,1182
886 740 166,1183
605 281 161,1184
704 331 552,1185
511 204 661,1186
523 420 180,1187
507 681 138,1188
225 330 885,1189
714 660 859,1190
243 862 505,1191
546 618 224,1192
317 455 608,1193
742 317 407,1194
853 701 431,1195
471 034 611,1196
508 213 287,1197
742 266 109,1198
405 571 332,1199
876 116 484,1200
586 620 148,1201
023 461 759,1202
038 146 759,1203
225 330 885,1204
442 855 334,1205
108 728 338,1206
708 532 676,1207
281 047 837,1208
128 027 687,1209
561 802 646,1210
221 460 587,1211
682 547 864,1212
374 824 134,1213
341 170 520,1214
342 270 139,1215
310 372 552,1216
655 844 017,1217
537 016 248,1218
605 228 857,1219
674 670 856,1220
640 835 278,1221
432 458 354,1222
546 618 224,1223
017 532 672,1224
227 013 562,1225
107 782 260,1226
833 711 088,1227
261 468 029,1228
178 208 617,1229
862 548 039,1230
265 468 108,1231
180 653 248,1232
377 312 814,1233
507 523 462,1234
720 316 249,1235
501 348 817,1236
042 258 137,1237
701 782 336,1238
561 140 740,1239
745 260 257,1240
240 546 671,1241
718 330 129,1242
325 183 705,1243
482 460 565,1244
372 805 440,1245
677 211 302,1246
826 605 776,1247
110 687 720,1248
177 446 234,1249
355 861 402,1250
488 650 110,1251
754 651 602,1252
820 825 669,1253
586 620 148,1254
761 320 878,1255
147 731 624,1256
670 682 111,1257
306 155 748,1258
726 117 062,1259
114 350 747,1260
357 382 019,1261
260 573 829,1262
243 312 709,1263
677 031 445,1264
021 687 231,1265
874 571 664,1266
231 840 562,1267
602 812 877,1268
176 102 341,1269
537 206 245,1270
718 330 129,1271
711 082 669,1272
460 385 511,1273
538 228 057,1274
470 435 280,1275
827 166 505,1276
673 045 746,1277
028 718 237,1278
655 641 744,1279
830 527 461,1280
816 830 129,1281
504 825 860,1282
301 764 718,1283
866 822 554,1284
301 764 718,1285
102 677 648,1286
378 841 050,1287
065 468 415,1288
318 312 071,1289
177 446 234,1290
557 103 868,1291
315 068 858,1292
604 687 285,1293
477 114 037,1294
105 834 238,1295
203 547 682,1296
315 068 858,1297
701 741 332,1298
866 022 171,1299
140 346 719,1300
183 441 039,1301
077 544 260,1302
865 322 754,1303
754 651 602,1304
517 530 432,1305
705 413 227,1306
184 760 247,1307
037 527 868,1308
477 664 106,1309
764 165 874,1310
460 423 551,1311
058 253 717,1312
683 114 078,1313
526 820 162,1314
018 716 738,1315
660 271 545,1316
462 455 601,1317
341 860 518,1318
178 643 011,1319
081 254 310,1320
654 886 076,1321
305 574 626,1322
754 781 300,1323
613 587 708,1324
223 388 059,1325
726 725 344,1326
410 885 677,1327
354 058 810,1328
354 423 709,1329
261 274 674,1330
561 802 646,1331
014 583 371,1332
665 570 248,1333
320 417 611,1334
654 881 309,1335
135 024 461,1336
482 533 874,1337
077 544 260,1338
608 627 121,1339
510 213 382,1340
028 533 776,1341
877 033 415,1342
562 582 031,1343
544 103 385,1344
261 468 029,1345
473 310 282,1346
483 501 672,1347
073 841 850,1348
243 743 101,1349
860 158 138,1350
831 276 019,1351
406 586 776,1352
746 147 107,1353
441 058 310,1354
816 677 454,1355
701 726 838,1356
735 225 344,1357
166 701 441,1358
756 744 314,1359
378 843 056,1360
054 337 712,1361
227 710 340,1362
654 886 076,1363
267 264 554,1364
108 677 238,1365
850 166 471,1366
764 581 039,1367
672 044 757,1368
288 506 470,1369
722 554 037,1370
081 781 437,1371
256 680 729,1372
604 156 141,1373
385 165 444,1374
406 586 776,1375
511 288 607,1376
883 201 659,1377
261 860 878,1378
144 853 264,1379
703 544 270,1380
013 865 472,1381
357 382 019,1382
135 024 461,1383
523 420 180,1384
865 345 086,1385
455 061 382,1386
720 324 375,1387
826 028 375,1388
823 725 080,1389
207 237 645,1390
726 117 062,1391
814 066 585,1392
401 138 870,1393
507 523 462,1394
274 310 861,1395
173 472 606,1396
582 334 025,1397
188 307 466,1398
833 720 451,1399
072 613 722,1400
584 310 346,1401
314 850 645,1402
802 255 687,1403
514 834 654,1404
557 381 324,1405
401 138 870,1406
534 670 245,1407
302 355 482,1408
418 860 177,1409
164 401 739,1410
064 355 886,1411
703 325 449,1412
543 143 705,1413
405 825 837,1414
258 046 531,1415
721 320 869,1416
416 780 161,1417
821 058 260,1418
377 025 820,1419
341 862 274,1420
086 781 457,1421
337 025 472,1422
310 372 552,1423
327 764 205,1424
186 254 066,1425
705 213 247,1426
804 773 356,1427
380 327 122,1428
134 706 886,1429
874 170 335,1430
284 066 172,1431
455 061 382,1432
768 713 208,1433
718 732 654,1434
733 450 258,1435
722 554 037,1436
160 743 886,1437
058 253 717,1438
611 830 548,1439
480 523 562,1440
620 881 169,1441
523 311 744,1442
547 643 106,1443
122 056 831,1444
058 322 587,1445
227 013 562,1446
450 158 860,1447
023 461 759,1448
758 226 039,1449
304 714 611,1450
386 782 254,1451
026 776 252,1452
178 208 617,1453
277 043 162,1454
107 652 232,1455
811 340 587,1456
128 027 687,1457
228 076 550,1458
874 316 086,1459
337 705 446,1460
830 145 777,1461
401 154 661,1462
265 840 835,1463
386 107 148,1464
127 650 646,1465
655 641 744,1466
188 031 538,1467
053 274 239,1468
705 213 247,1469
310 372 552,1470
405 825 837,1471
620 554 287,1472
310 372 552,1473
850 166 471,1474
804 665 511,1475
223 417 031,1476
564 160 182,1477
682 416 029,1478
016 588 527,1479
485 523 062,1480
261 250 732,1481
610 735 482,1482
855 328 324,1483
264 583 584,1484
077 544 260,1485
317 543 049,1486
273 304 758,1487
352 044 689,1488
401 674 536,1489
615 406 725,1490
016 588 527,1491
355 460 288,1492
516 508 868,1493
315 470 120,1494
274 310 861,1495
401 154 661,1496
128 027 687,1497
320 328 172,1498
374 381 705,1499
278 668 108,1500
227 410 537,1501
823 725 080,1502
347 012 239,1503
018 866 558,1504
176 102 341,1505
347 701 450,1506
264 583 584,1507
221 680 531,1508
447 537 036,1509
564 068 245,1510
052 437 738,1511
204 576 839,1512
071 644 710,1513
066 547 886,1514
376 210 282,1515
334 805 272,1516
768 713 208,1517
304 724 685,1518
608 627 121,1519
553 172 032,1520
453 768 244,1521
671 420 388,1522
067 143 545,1523
135 426 401,1524
562 573 808,1525
533 425 484,1526
306 224 551,1527
534 680 186,1528
386 255 814,1529
564 160 182,1530
865 322 754,1531
703 325 449,1532
358 301 521,1533
345 811 020,1534
627 780 265,1535
627 185 309,1536
088 253 265,1537
467 103 149,1538
106 647 712,1539
302 355 482,1540
311 250 880,1541
885 546 010,1542
644 108 177,1543
681 204 277,1544
810 768 168,1545
384 504 510,1546
880 317 268,1547
873 172 035,1548
283 417 400,1549
560 423 188,1550
401 866 512,1551
826 605 776,1552
416 780 161,1553
078 623 725,1554
850 228 537,1555
340 568 526,1556
233 780 485,1557
734 110 869,1558
144 307 717,1559
227 335 502,1560
134 470 566,1561
374 824 134,1562
562 582 031,1563
816 218 374,1564
358 348 019,1565
882 217 607,1566
554 026 732,1567
022 687 651,1568
088 711 460,1569
357 382 019,1570
042 652 131,1571
458 833 209,1572
055 376 412,1573
406 411 587,1574
344 523 501,1575
178 823 068,1576
261 468 029,1577
207 237 645,1578
865 561 401,1579
261 370 548,1580
243 862 505,1581
677 031 445,1582
504 175 332,1583
523 311 744,1584
280 546 649,1585
416 554 384,1586
023 154 750,1587
830 145 777,1588
038 748 166,1589
455 881 334,1590
517 683 405,1591
208 853 325,1592
584 310 346,1593
865 322 754,1594
442 056 131,1595
047 552 666,1596
582 345 047,1597
816 250 161,1598
114 350 747,1599
460 564 586,1600
147 206 270,1601
722 554 037,1602
227 680 659,1603
117 743 302,1604
247 052 137,1605
741 347 207,1606
821 728 334,1607
026 711 341,1608
170 341 341,1609
172 283 087,1610
866 022 171,1611
810 746 750,1612
228 033 759,1613
531 841 047,1614
188 653 224,1615
178 220 760,1616
704 733 146,1617
105 834 238,1618
811 340 587,1619
823 801 550,1620
744 530 270,1621
856 238 019,1622
401 866 512,1623
103 452 280,1624
221 403 371,1625
460 385 511,1626
720 527 647,1627
028 718 237,1628
866 071 129,1629
354 058 810,1630
774 134 100,1631
882 730 120,1632
261 274 674,1633
302 355 482,1634
073 841 850,1635
471 034 611,1636
458 701 380,1637
642 845 069,1638
706 544 566,1639
885 546 010,1640
541 802 617,1641
253 748 800,1642
401 154 661,1643
410 885 677,1644
685 680 126,1645
385 582 036,1646
302 355 482,1647
386 255 814,1648
053 723 748,1649
721 661 049,1650
221 403 371,1651
754 704 260,1652
821 138 674,1653
057 431 520,1654
460 564 586,1655
064 168 149,1656
135 224 301,1657
617 610 878,1658
086 781 457,1659
644 108 177,1660
018 277 665,1661
083 561 472,1662
